id,ico,nazov,ulica,psc,obec_id,obec_nazov,obec_kod,okres,kraj,lat,lon,presnost_polohy,typ_prevadzky,typ_nazov,sektor,zdroj_id
784,45858161,Hotel Piešťany s.r.o.,,,378,Nemčice,SK0236581305,Topoľčany,Nitriansky,48.552617,18.124239,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
785,45881278,"AGRO - MEDVECKÉ, s.r.o.",Medvecké 61,93541,379,Plavé Vozokany,SK0232502651,Levice,Nitriansky,48.072466,18.467408,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
786,45896453,Kasnyik rodinné vinárstvo s.r.o.,Jarmočné námestie 1117,94137,91,Strekov,SK0234503550,Nové Zámky,Nitriansky,47.9,18.416667,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
787,45904243,Reštaurácia SLOVAKIA s.r.o.,,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
788,45906688,SESSEL FARMA s. r. o.,Hurbanova 1,91501,5,Nové Mesto nad Váhom,SK0224506338,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
789,45940151,"Reštaurácia DAMI, s. r. o.",,,234,Piešťany,SK0214507440,Piešťany,Trnavský,48.589897,17.821604,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
790,45941700,I. Bioplynová elektráreň s.r.o.,,93585,380,Demandice,SK0232502154,Levice,Nitriansky,48.12704,18.782,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
791,45955182,Jedáleň s.r.o.,,,381,Malý Krtíš,SK032A558192,Veľký Krtíš,Banskobystrický,48.189639,19.35296,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
792,45981353,Ing. Július Beke - MÄSO-ÚDENINY,,,80,Komárno,SK0231501026,Komárno,Nitriansky,47.757388,18.129917,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
793,45992240,"Stará Pekáreň, s.r.o.",Rázusova 2,94901,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
794,45999848,"Svidnícka nemocnica s poliklinikou Dr. Jozefa Žáka, s.r.o.",,,129,Svidník,SK041C527106,Svidník,Prešovský,49.308408,21.573643,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
795,46035851,"A.I.FARMA, s.r.o.",Horný Jatov 1161,92571,382,Trnovec nad Váhom,SK0235504092,Šaľa,Nitriansky,48.151216,17.926194,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
796,46132651,"Bioplynová Elektráreň Bacúch, s. r. o.",Hlavná 279,97665,383,Bacúch,SK0323508446,Brezno,Banskobystrický,48.861528,19.814002,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
797,46163409,"AGROPARTNER, s.r.o.",Detva 3179,96212,232,Detva,SK0324518263,Detva,Banskobystrický,48.544384,19.411609,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
798,46169776,"Bioplyn Naháč, s.r.o.",,91904,384,Lošonec,SK0217556688,Trnava,Trnavský,48.483333,17.4,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
799,46177175,"Svijany Slovakia, s.r.o.",Nádražná 84B,92041,245,Leopoldov,SK0213507253,Hlohovec,Trnavský,48.444113,17.765415,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
800,46193154,EKOTES s.r.o.,Kvakovce 112,09402,269,Kvakovce,SK041D528820,Vranov nad Topľou,Prešovský,48.983333,21.683333,obec,odpadove_hospodarstvo,Odpadové hospodárstvo,Komunálny a gastro bioodpad,1
801,46205799,"Píla Terany, s.r.o.",NA 239,96268,385,Terany,SK0325518867,Krupina,Banskobystrický,48.183939,18.89834,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
802,46210164,"SJ - MÄSOPRODUKT, s. r. o.",Karola Krčméryho 499/29,03401,10,Ružomberok,SK0318510998,Ružomberok,Žilinský,49.08187,19.302965,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
803,46251308,"Erika Kubicová reštaurácia Magura, s.r.o.",,,386,Oravská Jasenica,SK0317509892,Námestovo,Žilinský,49.390418,19.435844,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
804,46302905,"Mäsovýroba Madunice, s. r. o.",Kubranská 236A/1714,91101,27,Trenčín,SK0229505820,Trenčín,Trenčiansky,48.892358,18.039372,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
805,46356487,Somorja Distillery Samaria Ovocný Liehovar s.r.o.,Bratislavská cesta 39,93101,387,Šamorín,SK0211501905,Dunajská Streda,Trnavský,48.027583,17.311571,obec,liehovar,Liehovar a pálenica,Potravinárstvo a nápoje,1
806,46363505,Bioplyn Nižný Hrabovec s. r. o.,Votrubova 28,82109,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
807,46370161,"DANIELA SYRY, s.r.o.",Stankovany 495,03492,388,Stankovany,SK0318511030,Ružomberok,Žilinský,49.15,19.183333,obec,syraren,Syráreň a bryndziareň,Potravinárstvo a nápoje,1
808,46415955,Albiofarma s. r. o.,NA 188,97202,389,Opatovce nad Nitrou,SK0227514284,Prievidza,Trenčiansky,48.765376,18.570538,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
809,46416251,"REŠTAURÁCIA TURBÍNA, s. r. o.",,,390,Zemianske Kostoľany,SK0227514454,Prievidza,Trenčiansky,48.683233,18.526082,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
810,46438190,Výroba syrov s.r.o.,Kráľovská 5,90901,100,Skalica,SK0216504815,Skalica,Trnavský,48.770797,17.20201,okres,syraren,Syráreň a bryndziareň,Potravinárstvo a nápoje,1
811,46440691,"Pekáreň CEREA, s.r.o.",Rozkvet 2085/180,01701,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
812,46454489,"Diamantová Pekáreň, s. r. o.",Jesenského 37/13,94301,157,Štúrovo,SK0234503584,Nové Zámky,Nitriansky,47.797831,18.71486,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
813,46463259,Marián Skukálek Reštaurácia GÓL,,,391,Predmier,SK0311517895,Bytča,Žilinský,49.2,18.533333,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
814,46475419,"Syráreň Havran, a.s.",Priemyselná 1339,90527,25,Senica,SK0215504203,Senica,Trnavský,48.679121,17.364383,obec,syraren,Syráreň a bryndziareň,Potravinárstvo a nápoje,1
815,46497013,"MG AGRO, s. r. o.",Banícka 13/27,97242,392,Lehota pod Vtáčnikom,SK0227514136,Prievidza,Trenčiansky,48.695466,18.600392,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
816,46530797,"FARMA Ekovoktrans, s.r.o.",NA 56,93533,325,Nový Tekov,SK0232502596,Levice,Nitriansky,48.244126,18.517993,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
817,46538968,Agro-hydina Godány s.r.o.,NA 45,92542,393,Trstice,SK0212504106,Galanta,Trnavský,48.015847,17.804559,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
818,46554670,AGRO BEDNÁR s.r.o.,NA 234,02061,394,Dolná Breznica,SK0228512958,Púchov,Trenčiansky,49.080275,18.261852,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
819,46557181,AGROTISA - BIOPLYNOVÁ STANICA s.r.o.,Boľská cesta 1/2226,07701,211,Kráľovský Chlmec,SK042B528447,Trebišov,Košický,48.416667,21.983333,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
820,46566325,PÍLA Tekovské Lužany s.r.o.,NA 1125-1127,93541,395,Tekovské Lužany,SK0232502821,Levice,Nitriansky,48.097445,18.544241,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
821,46597123,Slovenská zelenina s.r.o.,Vimperská 938/6,96212,232,Detva,SK0324518263,Detva,Banskobystrický,48.544384,19.411609,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
822,46630392,I.M.D.K. pekáreň TN s. r. o.,Brnianska 2323,91105,27,Trenčín,SK0229505820,Trenčín,Trenčiansky,48.892358,18.039372,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
823,46631160,Ryby Turiec s.r.o.,Ulica na Bystričku 14,03601,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,rybarstvo,Rybárstvo a akvakultúra,"Drevo, lesníctvo a ostatné",1
824,46635947,FARMA BORISKO s. r. o.,NA 721,95196,396,Jedľové Kostoľany,SK0237500364,Zlaté Moravce,Nitriansky,48.466667,18.5,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
825,46690531,AGRO FARMA PIKOVÁ s.r.o.,Farma Piková 2102,94111,397,Palárikovo,SK0234503452,Nové Zámky,Nitriansky,48.04401,18.069378,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
826,46691529,Pekárnička Family s. r. o.,Športová 1435/110,05971,398,Ľubica,SK0413523682,Kežmarok,Prešovský,49.11926,20.446757,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
827,46705155,"Pekáreň Monika, s.r.o.",Rudina 13,02331,399,Rudina,SK0314509426,Kysucké Nové Mesto,Žilinský,49.283333,18.75,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
828,46751963,PEKÁREŇ STRÁŽSKE s.r.o.,Herľanská 547,09303,16,Vranov nad Topľou,SK041D544051,Vranov nad Topľou,Prešovský,48.890524,21.680564,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
829,46759107,"PÍLA VARGA, s.r.o.",Levická cesta 4,93521,400,Tlmače,SK0232502863,Levice,Nitriansky,48.292155,18.543288,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
830,46768351,"Technické služby Zohor, spol. s r.o.",Námestie 1. mája 1,90051,233,Zohor,SK0106508381,Malacky,Bratislavský,48.317496,16.982457,obec,technicke_sluzby,Technické služby mesta / obce,Komunálny a gastro bioodpad,1
831,46816461,"AGRO STEEL, s.r.o.",NA 583,94612,155,Zlatná na Ostrove,SK0231501425,Komárno,Nitriansky,47.767557,17.976459,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
832,46843591,"Nord farm agro, s.r.o.",Nám. Š. M. Daxnera 413/1A,97901,279,Rimavská Sobota,SK0329514462,Rimavská Sobota,Banskobystrický,48.383832,20.016302,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
833,46857508,"GRAND - HOTEL Trenčín, s.r.o.",,,27,Trenčín,SK0229505820,Trenčín,Trenčiansky,48.892358,18.039372,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
834,46858873,TOM FARMA s.r.o.,Nálepkova 2411/3,94701,79,Hurbanovo,SK0231501140,Komárno,Nitriansky,47.869084,18.189095,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
835,46866663,"PAVOS Vodárenská spoločnosť, s.r.o.",Veľkomoravská 2416/16,90101,221,Malacky,SK0106508063,Malacky,Bratislavský,48.43475,17.020348,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
836,46883631,"Mlyn Kolárovo, a. s.",Železničný rad 11,94603,195,Kolárovo,SK0231501204,Komárno,Nitriansky,47.91593,17.99042,obec,mlyn,Mlyn,Potravinárstvo a nápoje,1
837,46895043,"FARMA ISKROŠ, s. r. o.",NA 30,95655,401,Otrhánky,SK0221556289,Bánovce nad Bebravou,Trenčiansky,48.693814,18.206999,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
838,46897399,BIOPLYN BIEROVCE 2 s. r. o.,Palmová 248/20,85110,365,Bratislava - mestská časť Jarovce,SK0105529443,Bratislava I,Bratislavský,48.153538,17.109671,obec_zaklad,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
839,46908200,Hotel Alexanders s.r.o.,,,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
840,46911588,SeAd mäso s.r.o.,Trenčianska cesta 1B/1924,95701,133,Bánovce nad Bebravou,SK0221542652,Bánovce nad Bebravou,Trenčiansky,48.721667,18.259826,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
841,46937137,OVOCNÁ ZÁHRADA s.r.o.,NA 147,08301,402,Červená Voda,SK0418524280,Sabinov,Prešovský,49.146,21.088,obec,ovocne_sady,Ovocné sady a spracovanie ovocia,Poľnohospodárstvo a chov,1
842,46941037,"Trstenské technické služby - T T S, s.r.o.",J. Hertela 323,02801,228,Trstená,SK031A510106,Tvrdošín,Žilinský,49.363892,19.615641,obec,technicke_sluzby,Technické služby mesta / obce,Komunálny a gastro bioodpad,1
843,46956921,KAČABÁR reštaurácia s. r. o.,,,5,Nové Mesto nad Váhom,SK0224506338,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
844,46965696,PEKÁREŇ ILaS - 8 s.r.o.,Prof. Hlaváča 1885/9,07101,36,Michalovce,SK0427522279,Michalovce,Košický,48.75,21.933333,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
845,46985701,VINÁRSTVO KOPEČEK s.r.o.,Predmestie 1511/56,90901,100,Skalica,SK0216504815,Skalica,Trnavský,48.770797,17.20201,okres,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
846,47002859,Farma Titváň s. r. o.,Jarmočná 2265/3A,92701,88,Šaľa,SK0235504025,Šaľa,Nitriansky,48.150995,17.876502,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
847,47005050,Barczi - zelenina s.r.o.,Dunajská 763/55,93011,403,Topoľníky,SK0211501921,Dunajská Streda,Trnavský,47.966677,17.783323,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
848,47035404,RyboCHov s. r. o.,Kľače 7,01319,404,Kľače,SK031B557994,Žilina,Žilinský,49.106091,18.647759,obec,rybarstvo,Rybárstvo a akvakultúra,"Drevo, lesníctvo a ostatné",1
849,47049774,AK-FARMA s.r.o.,Hlavná 202,95631,405,Krušovce,SK0236556149,Topoľčany,Nitriansky,48.587898,18.201915,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
850,47062321,"Ekopíla Bytča, s.r.o.",NA 178,01401,406,Hlboké nad Váhom,SK0311581984,Bytča,Žilinský,49.21356,18.589554,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
851,47154497,Eko – Bio Budča s.r.o.,Klinovisko 716,96233,318,Budča,SK032B518204,Zvolen,Banskobystrický,48.5743,19.065196,obec,bioplynova_stanica,Bioplynová stanica,Komunálny a gastro bioodpad,1
852,47156384,"JMV Mäso-Údeniny, s. r. o.",Rozkvet 2042/80,01701,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
853,47164468,PDT - poľná zelenina s.r.o.,Széchenyiho 10,94110,43,Tvrdošovce,SK0234503614,Nové Zámky,Nitriansky,48.095688,18.061308,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
854,47191112,"Sladovňa Košice, s.r.o.",Štúrova 33,04001,106,Košice,,Košice I,Košický,48.717227,21.249677,obec,sladovna,Sladovňa,Potravinárstvo a nápoje,1
855,47211466,Hydinová farma Pačanský s.r.o.,Lazovná 1487/56,97401,209,Banská Bystrica,SK0321508438,Banská Bystrica,Banskobystrický,48.738539,19.156869,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
856,47236736,"Nemocnica Topoľčany, a. s.",,,26,Topoľčany,SK0236504998,Topoľčany,Nitriansky,48.559116,18.176052,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
857,47249021,"Vranovská nemocnica, a.s.",,,16,Vranov nad Topľou,SK041D544051,Vranov nad Topľou,Prešovský,48.890524,21.680564,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
858,47249048,"Nemocnica A. Leňa Humenné, a.s.",,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
859,47249099,"Nemocnica arm. generála L. Svobodu Svidník, a.s.",,,129,Svidník,SK041C527106,Svidník,Prešovský,49.308408,21.573643,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
860,47332638,"Mestské lesy Bardejov, s. r. o.",Orechová 2884/8,08501,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,mestske_lesy,Mestské lesy,"Drevo, lesníctvo a ostatné",1
861,47345411,Píla Praznov s.r.o.,Praznov 37,01701,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
862,47352647,"Píla Petro, s.r.o.",Liptovský Peter 413,03301,276,Liptovský Peter,SK0315580287,Liptovský Mikuláš,Žilinský,49.053383,19.735175,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
863,47365773,Súkromná stredná odborná škola s.r.o.,,,407,Oravský Podzámok,SK0313509957,Dolný Kubín,Žilinský,49.261134,19.357114,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
864,47367431,"Vinárstvo KORBAŠ, spol. s r.o.",Obilná 42,90027,408,Bernolákovo,SK0108507814,Senec,Bratislavský,48.199027,17.300361,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
865,47371340,Bitúnok Dechtice s.r.o.,Dechtice 625,91953,248,Dechtice,SK0217506893,Trnava,Trnavský,48.548052,17.595636,obec,bitunok,Bitúnok,Potravinárstvo a nápoje,1
866,47417153,PEKÁRSKA A CUKRÁRSKA VÝROBA s. r. o.,Břeclavská 2953,90101,221,Malacky,SK0106508063,Malacky,Bratislavský,48.43475,17.020348,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
867,47434058,"Hrochotský mlyn, spol. s r.o.",Hrochoť 617,97637,409,Hrochoť,SK0321508659,Banská Bystrica,Banskobystrický,48.655259,19.312134,obec,mlyn,Mlyn,Potravinárstvo a nápoje,1
868,47449152,Reštaurácia 6/4 s. r. o.,,,8,Banská Štiavnica,SK0322516643,Banská Štiavnica,Banskobystrický,48.458093,18.89828,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
869,47455616,AgroSzász s.r.o.,NA 620,94634,410,Bátorove Kosihy,SK0231501395,Komárno,Nitriansky,47.833333,18.416667,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
870,47484004,I.M.D.K. pekáreň a predajne s. r. o.,Inovecská 9,91101,27,Trenčín,SK0229505820,Trenčín,Trenčiansky,48.892358,18.039372,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
871,47502908,"Pekáreň PODHORIE, s. r. o.",Krásna Ves 96,95653,411,Krásna Ves,SK0221543080,Bánovce nad Bebravou,Trenčiansky,48.835786,18.230924,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
872,47511940,"InterSporthotel, spol. s r.o.",,,86,Stupava,SK0106508233,Malacky,Bratislavský,48.273132,17.032746,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
873,47517492,Malina - Jedáleň s.r.o.,,,412,Rapovce,SK0326511803,Lučenec,Banskobystrický,48.273689,19.680832,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
874,47531061,"Olej Hont, s.r.o.",Súdovce 44,96271,413,Súdovce,SK0325518841,Krupina,Banskobystrický,48.216667,18.833333,obec,olejnin,Spracovanie olejnín,Potravinárstvo a nápoje,1
875,47548584,"Necpalská mliekáreň, s. r. o.",NA 226,03812,414,Necpaly,SK0316512478,Martin,Žilinský,48.983333,18.983333,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
876,47551275,"PREŠOVSKÝ PIVOVAR, s.r.o.",,08253,330,Petrovany,SK0417525014,Prešov,Prešovský,48.91662,21.261603,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
877,47560720,Reštaurácia Očová s.r.o.,,,415,Očová,SK032B518662,Zvolen,Banskobystrický,48.599127,19.286756,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
878,47570822,"Mäso Melek, s.r.o.",,95201,416,Melek,SK0233500569,Nitra,Nitriansky,48.2,18.333333,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
879,47597291,"Pekáreň u St. Klaus, s.r.o.",Námestie 6. marca 272,97645,333,Hronec,SK0323508667,Brezno,Banskobystrický,48.80232,19.575561,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
880,47600578,PÍLA Jaklovce s. r. o.,Poľná 318,05561,275,Jaklovce,SK0421543187,Gelnica,Košický,48.873225,20.995106,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
881,47613131,"Reštaurácia Svätý Hubert, s. r. o.",,,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
882,47615591,Rybárová AGROFARMA s.r.o.,"Kostolný Sek, Poznanova 935/35",94201,198,Šurany,SK0234503592,Nové Zámky,Nitriansky,48.086106,18.186834,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
883,47655364,Pekáreň Dóža s.r.o.,,94122,44,Zemné,SK0234503649,Nové Zámky,Nitriansky,47.987724,17.994901,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
884,47655950,Agrofarma CM s.r.o.,NA 266,02062,417,Horovce,SK0228513121,Michalovce,Košický,48.704265,21.768522,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
885,47668725,"Reštaurácia ELSA, s.r.o.",,,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
886,47683023,"Výskumná a šľachtiteľská stanica vinohradnícka a vinárska, s. r. o.",Dolná 120,90001,17,Modra,SK0107508101,Pezinok,Bratislavský,48.336443,17.308037,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
887,47687835,"Drevársky závod - píla Senec, s.r.o.",Boldocká cesta 2560,90301,360,Senec,SK0108508217,Senec,Bratislavský,48.219641,17.396776,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
888,47696362,Donovalský pivovar a. s.,,97639,418,Donovaly,SK0321508560,Banská Bystrica,Banskobystrický,48.879036,19.223947,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
889,47719648,Agrofarma Iliavka s.r.o.,Iliavka 3028,01901,239,Ilava,SK0222513156,Ilava,Trenčiansky,49.0,18.233333,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
890,47726709,Hydina Furajtár s.r.o.,Samota 517,05501,419,Margecany,SK0421543322,Gelnica,Košický,48.893544,21.012272,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
891,47735830,Mäso údeniny Lintner s.r.o.,,,192,Dunajská Lužná,SK0108545333,Senec,Bratislavský,48.082194,17.263614,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
892,47743522,Pivovar IKKONA s.r.o.,Košická 1042/16,04801,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
893,47879408,Farma Horný Lieskov s.r.o.,NA 18,01816,420,Domaniža,SK0226513008,Považská Bystrica,Trenčiansky,49.043114,18.551924,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
894,47916672,CUKROVINKY s.r.o.,Polom 1208,02901,9,Námestovo,SK0317509868,Námestovo,Žilinský,49.409512,19.480783,obec,cukrovinky,Výroba cukroviniek,Potravinárstvo a nápoje,1
895,47926392,PEKÁREŇ ILaS - 37 s.r.o.,Námestie osloboditeľov 951,07101,36,Michalovce,SK0427522279,Michalovce,Košický,48.75,21.933333,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
896,47969300,"Matica ovocná, s.r.o.",Dolná Súča 250,91332,421,Dolná Súča,SK0229505943,Trenčín,Trenčiansky,48.95799,18.033094,obec,ovocne_sady,Ovocné sady a spracovanie ovocia,Poľnohospodárstvo a chov,1
897,47989289,"AGRODAN, s.r.o.",Okružná 117,97241,422,Koš,SK0227514110,Prievidza,Trenčiansky,48.73968,18.586242,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
898,48002445,"FARMA AGROBEL, spol. s r.o.",Novozámocká 295,95112,283,Ivanka pri Nitre,SK0233558320,Nitra,Nitriansky,48.233333,18.116667,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
899,48046621,"FARMA ĽUBÁ, s.r.o.",Ľubá 67,94353,423,Ľubá,SK0234503339,Nové Zámky,Nitriansky,47.849877,18.596253,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
900,48067687,Alžbeta Nalevanková MÄSO-ÚDENINY,,,419,Margecany,SK0421543322,Gelnica,Košický,48.893544,21.012272,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
901,48080080,"Vinárstvo Izsák, s.r.o.",NA 741,94137,91,Strekov,SK0234503550,Nové Zámky,Nitriansky,47.9,18.416667,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
902,48103039,SLOVENSKÁ HYDINA s. r. o.,Lieskovská cesta 640/23,96221,361,Lieskovec,SK0412520446,Humenné,Prešovský,48.95,21.816667,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
903,48115134,"Technické služby Bzenov, s.r.o.",Bzenov 38,08242,424,Bzenov,SK0417524263,Prešov,Prešovský,48.95,21.166667,obec,technicke_sluzby,Technické služby mesta / obce,Komunálny a gastro bioodpad,1
904,48132489,"Farma Podskalie, s.r.o.",SNP 1454/69,01701,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
905,48135429,Agrofarma - plus s.r.o.,Gyňovská 939/15,04414,425,Čaňa,SK0426521299,Košice - okolie,Košický,48.60973,21.325644,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
906,48152633,Vinárstvo UHNÁK s.r.o.,Hlavná 261/27A,93523,426,Rybník,SK0232502707,Revúca,Banskobystrický,48.550407,20.133912,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
907,48153745,VINÁRSTVO HABSBURG a.s.,Palárikova 1732/3,90851,160,Holíč,SK0216504378,Skalica,Trnavský,48.8,17.166667,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
908,48174548,HOTEL LIPA BOJNICE s.r.o.,,,176,Bojnice,SK0227513903,Prievidza,Trenčiansky,48.78,18.581862,obec,hotel,Hotel,Gastro a stravovacie zariadenia,1
909,48177369,"Pivovar Trogár, s.r.o.",Družstevná 82/15,95605,427,Radošina,SK0236505421,Topoľčany,Nitriansky,48.55,17.933333,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
